xfa,yfa,width_fa,height_fa,area_fa,aspect_ratio_fa,xmem,ymem,group
106.57142857142857,166.85714285714286,2.8,3.5,9.8,0.7999999999999999,102,149,ml
107.33333333333331,162.33333333333334,1.4,1.4,1.96,1.0,102,150,
109.83333333333331,151.0,3.5,2.1,7.349999999999999,1.666666666666667,102,151,
116.39436619718309,158.74647887323945,11.9,9.8,116.61999999999998,1.2142857142857142,102,152,
109.66666666666669,147.33333333333334,1.4,1.4,1.96,1.0,103,146,
112.25,171.125,2.8,2.1,5.879999999999999,1.3333333333333337,103,147,
112.75,147.5,1.4,2.8,3.92,0.5,103,148,
112.0,154.0,0.7,0.7,0.49,1.0,103,149,
113.4,165.8,2.8,3.5,9.8,0.7999999999999999,103,152,
116.13333333333334,149.73333333333332,3.5,2.8,9.8,1.25,103,153,
115.33333333333331,145.66666666666666,1.4,1.4,1.96,1.0,103,160,
116.66666666666669,169.66666666666666,1.4,1.4,1.96,1.0,103,161,
118.8,144.4,2.1,1.4,2.9399999999999995,1.4999999999999998,103,162,
121.0625,150.25,4.199999999999998,4.9,20.579999999999995,0.8571428571428571,103,163,
119.8,166.6,2.1,2.8,5.879999999999999,0.7499999999999999,103,164,
121.5,141.0,2.8,2.1,5.879999999999999,1.3333333333333337,103,165,
123.33333333333331,167.61111111111111,5.6,4.9,27.439999999999994,1.1428571428571432,104,146,
121.0,155.5,0.7,1.4,0.98,0.5,104,153,
122.5,145.5,1.4,1.4,1.96,1.0,104,154,
123.0,148.0,0.7,0.7,0.49,1.0,104,159,
126.03333333333332,156.83333333333334,4.9,7.699999999999998,37.72999999999999,0.6363636363636364,104,160,
125.4,142.7,3.5,3.5,12.25,1.0,104,165,
125.66666666666669,137.66666666666666,1.4,1.4,1.96,1.0,104,166,
127.3846153846154,147.30769230769232,3.5,2.8,9.8,1.25,104,167,
126.0,161.0,0.7,0.7,0.49,1.0,105,145,
128.0,163.6,3.5,1.4,4.9,2.5,105,146,
128.0,141.16666666666666,2.1,2.1,4.409999999999998,1.0,105,154,
128.0,153.0,0.7,0.7,0.49,1.0,105,155,
129.33333333333334,155.66666666666666,1.4,1.4,1.96,1.0,105,158,
134.5769230769231,144.5,7.699999999999998,4.9,37.72999999999999,1.5714285714285714,105,159,
130.8,153.2,2.1,2.1,4.409999999999998,1.0,105,167,
132.5,157.5,1.4,1.4,1.96,1.0,105,168,
134.0,138.63636363636363,2.8,3.5,9.8,0.7999999999999999,106,145,
139.38636363636363,154.72727272727272,7.699999999999998,12.6,97.01999999999998,0.6111111111111109,106,155,
139.16666666666666,133.83333333333334,2.1,2.1,4.409999999999998,1.0,106,156,
142.21428571428572,129.14285714285714,4.199999999999998,4.199999999999998,17.639999999999993,1.0,106,157,
145.72727272727272,143.36363636363637,3.5,2.8,9.8,1.25,106,158,
148.5,126.5,2.8,1.4,3.92,2.0,106,168,
148.4,137.8,1.4,2.1,2.9399999999999995,0.6666666666666667,106,169,
150.66666666666666,128.66666666666666,1.4,1.4,1.96,1.0,107,145,
153.23076923076925,141.53846153846158,4.199999999999998,4.199999999999998,17.639999999999993,1.0,107,146,
154.2,136.4,2.1,1.4,2.9399999999999995,1.4999999999999998,107,156,
,,,,,,107,157,
,,,,,,107,169,
,,,,,,108,145,
,,,,,,108,146,
,,,,,,108,157,
,,,,,,108,169,
,,,,,,108,170,
,,,,,,109,145,
,,,,,,109,170,
,,,,,,109,171,
,,,,,,110,145,
,,,,,,110,171,
,,,,,,110,172,
,,,,,,111,144,
,,,,,,111,145,
,,,,,,111,172,
,,,,,,111,173,
,,,,,,112,144,
,,,,,,112,173,
,,,,,,113,144,
,,,,,,113,173,
,,,,,,114,144,
,,,,,,114,173,
,,,,,,115,143,
