xfa,yfa,width_fa,height_fa,area_fa,aspect_ratio_fa,xmem,ymem,group
134.5581395348837,114.27906976744184,9.1,11.2,101.92,0.8125,128,113,ml
136.84615384615384,116.46153846153848,4.9,2.8,13.719999999999995,1.75,128,114,
139.1627906976744,129.51162790697674,4.9,13.3,65.16999999999999,0.3684210526315789,128,115,
138.8,113.8,2.1,2.1,4.409999999999998,1.0,128,116,
138.0,119.0,0.7,0.7,0.49,1.0,128,117,
144.22222222222226,114.55555555555556,3.5,2.8,9.8,1.25,128,118,
143.0,126.0,2.1,0.7,1.4699999999999998,3.0,128,119,
146.05263157894737,154.8421052631579,6.3,10.5,66.14999999999999,0.6,128,120,
143.4,141.2,1.4,2.1,2.9399999999999995,0.6666666666666667,129,113,
144.83333333333334,145.0,2.1,2.1,4.409999999999998,1.0,129,120,
145.5,138.5,1.4,1.4,1.96,1.0,129,121,
147.875,119.25,2.8,3.5,9.8,0.7999999999999999,129,122,
147.5,149.0,2.8,0.7,1.96,4.0,129,123,
148.2,151.2,2.8,1.4,3.92,2.0,130,112,
151.9090909090909,169.54545454545453,4.199999999999998,2.8,11.759999999999998,1.4999999999999998,130,113,
150.5,128.5,1.4,1.4,1.96,1.0,130,123,
151.0,134.0,2.1,2.1,4.409999999999998,1.0,131,111,
154.92727272727276,160.47272727272727,6.3,10.5,66.14999999999999,0.6,131,112,
153.28571428571428,165.0,4.199999999999998,2.8,11.759999999999998,1.4999999999999998,131,123,
153.375,144.875,2.8,2.1,5.879999999999999,1.3333333333333337,131,124,
152.5,150.5,1.4,2.8,3.92,0.5,132,111,
153.25,125.25,1.4,2.1,2.9399999999999995,0.6666666666666667,132,124,
154.0,136.25,2.1,1.4,2.9399999999999995,1.4999999999999998,132,125,
157.61538461538458,175.96153846153842,5.6,5.6,31.36,1.0,133,109,
156.4,134.6,2.1,2.1,4.409999999999998,1.0,133,110,
155.66666666666666,150.33333333333334,1.4,1.4,1.96,1.0,133,111,
155.33333333333334,157.66666666666666,1.4,1.4,1.96,1.0,133,125,
156.33333333333334,154.33333333333334,1.4,1.4,1.96,1.0,133,126,
161.86363636363637,169.63636363636363,7.699999999999998,4.9,37.72999999999999,1.5714285714285714,133,127,
156.0,172.0,0.7,0.7,0.49,1.0,134,109,
158.4,141.1,1.4,4.199999999999998,5.879999999999999,0.33333333333333337,134,127,
160.0,151.66666666666666,2.1,1.4,2.9399999999999995,1.4999999999999998,134,128,
159.4,157.2,1.4,2.1,2.9399999999999995,0.6666666666666667,135,107,
160.66666666666666,164.66666666666666,1.4,1.4,1.96,1.0,135,108,
161.5,160.5,1.4,1.4,1.96,1.0,135,109,
162.63636363636363,174.0,3.5,3.5,12.25,1.0,135,128,
165.0,157.0,2.1,0.7,1.4699999999999998,3.0,135,129,
165.42857142857142,178.0,2.8,2.1,5.879999999999999,1.3333333333333337,135,130,
168.0909090909091,165.54545454545453,3.5,2.8,9.8,1.25,135,131,
167.75,169.875,2.8,2.1,5.879999999999999,1.3333333333333337,136,106,
167.66666666666666,174.0,1.4,2.1,2.9399999999999995,0.6666666666666667,136,107,
171.54545454545453,180.27272727272728,4.199999999999998,2.8,11.759999999999998,1.4999999999999998,136,131,
171.7,169.1,3.5,2.8,9.8,1.25,136,132,
171.0,173.0,2.1,0.7,1.4699999999999998,3.0,136,133,
170.5,176.5,1.4,2.8,3.92,0.5,136,134,
174.16666666666663,174.0,1.4,3.5,4.9,0.4,136,135,
,,,,,,136,136,
,,,,,,136,137,
,,,,,,137,106,
,,,,,,137,137,
,,,,,,137,138,
,,,,,,138,106,
,,,,,,138,138,
,,,,,,138,139,
,,,,,,139,106,
,,,,,,139,139,
,,,,,,139,140,
,,,,,,139,141,
,,,,,,140,106,
,,,,,,140,107,
,,,,,,140,141,
,,,,,,140,142,
,,,,,,140,143,
,,,,,,140,144,
,,,,,,140,150,
,,,,,,140,151,
,,,,,,140,152,
,,,,,,140,153,
,,,,,,141,107,
,,,,,,141,108,
,,,,,,141,109,
,,,,,,141,144,
,,,,,,141,145,
,,,,,,141,146,
,,,,,,141,147,
,,,,,,141,148,
,,,,,,141,149,
,,,,,,141,150,
,,,,,,141,153,
,,,,,,142,109,
,,,,,,142,110,
,,,,,,142,111,
,,,,,,142,153,
,,,,,,142,154,
,,,,,,143,111,
,,,,,,143,154,
,,,,,,143,155,
,,,,,,143,156,
,,,,,,144,111,
,,,,,,144,112,
,,,,,,144,156,
,,,,,,144,157,
,,,,,,145,112,
,,,,,,145,157,
,,,,,,145,158,
,,,,,,146,112,
,,,,,,146,113,
,,,,,,146,158,
,,,,,,146,159,
,,,,,,146,160,
,,,,,,146,161,
,,,,,,146,162,
,,,,,,146,163,
,,,,,,147,113,
,,,,,,147,114,
,,,,,,147,163,
,,,,,,147,164,
,,,,,,147,165,
,,,,,,148,114,
,,,,,,148,115,
,,,,,,148,165,
,,,,,,148,166,
,,,,,,148,167,
,,,,,,148,168,
,,,,,,148,169,
,,,,,,148,170,
,,,,,,148,171,
,,,,,,149,115,
,,,,,,149,116,
,,,,,,149,117,
,,,,,,149,166,
,,,,,,149,167,
,,,,,,149,171,
,,,,,,150,117,
,,,,,,150,118,
,,,,,,150,119,
,,,,,,150,171,
,,,,,,151,119,
,,,,,,151,120,
,,,,,,151,121,
,,,,,,151,171,
,,,,,,152,121,
,,,,,,152,171,
,,,,,,152,172,
,,,,,,152,173,
,,,,,,152,174,
,,,,,,152,175,
,,,,,,152,176,
,,,,,,153,121,
,,,,,,153,122,
,,,,,,153,176,
,,,,,,153,177,
,,,,,,154,122,
,,,,,,154,123,
,,,,,,154,177,
,,,,,,155,123,
,,,,,,155,124,
,,,,,,155,125,
,,,,,,155,126,
,,,,,,155,177,
,,,,,,155,178,
,,,,,,155,179,
,,,,,,155,180,
,,,,,,156,126,
,,,,,,156,127,
,,,,,,156,128,
,,,,,,156,129,
,,,,,,156,130,
,,,,,,156,131,
,,,,,,156,180,
,,,,,,156,181,
,,,,,,156,182,
,,,,,,157,131,
,,,,,,157,132,
,,,,,,157,133,
,,,,,,157,182,
,,,,,,158,133,
,,,,,,158,134,
,,,,,,158,182,
,,,,,,159,134,
,,,,,,159,135,
,,,,,,159,136,
,,,,,,159,137,
,,,,,,159,182,
,,,,,,159,183,
,,,,,,160,137,
,,,,,,160,138,
,,,,,,160,183,
,,,,,,160,184,
,,,,,,161,138,
,,,,,,161,139,
,,,,,,161,140,
,,,,,,161,146,
,,,,,,161,147,
,,,,,,161,148,
,,,,,,161,184,
,,,,,,162,140,
,,,,,,162,141,
,,,,,,162,142,
,,,,,,162,143,
,,,,,,162,144,
,,,,,,162,145,
,,,,,,162,146,
,,,,,,162,148,
,,,,,,162,149,
,,,,,,162,150,
,,,,,,162,183,
,,,,,,162,184,
,,,,,,163,150,
,,,,,,163,151,
,,,,,,163,152,
,,,,,,163,153,
,,,,,,163,183,
,,,,,,164,153,
,,,,,,164,154,
,,,,,,164,183,
,,,,,,165,154,
,,,,,,165,183,
,,,,,,166,154,
,,,,,,166,183,
,,,,,,167,154,
,,,,,,167,155,
,,,,,,167,156,
,,,,,,167,183,
,,,,,,168,156,
,,,,,,168,157,
,,,,,,168,158,
,,,,,,168,183,
,,,,,,168,184,
,,,,,,169,158,
,,,,,,169,159,
,,,,,,169,184,
,,,,,,170,159,
,,,,,,170,160,
,,,,,,170,184,
,,,,,,171,160,
,,,,,,171,161,
,,,,,,171,162,
,,,,,,171,184,
,,,,,,172,162,
,,,,,,172,183,
,,,,,,172,184,
,,,,,,173,162,
,,,,,,173,163,
,,,,,,173,182,
,,,,,,173,183,
,,,,,,174,163,
,,,,,,174,164,
,,,,,,174,182,
,,,,,,175,164,
,,,,,,175,165,
,,,,,,175,166,
,,,,,,175,181,
,,,,,,175,182,
,,,,,,176,166,
,,,,,,176,167,
,,,,,,176,168,
,,,,,,176,169,
,,,,,,176,170,
,,,,,,176,171,
,,,,,,176,175,
,,,,,,176,176,
,,,,,,176,177,
,,,,,,176,178,
,,,,,,176,179,
,,,,,,176,180,
,,,,,,176,181,
,,,,,,177,171,
,,,,,,177,172,
,,,,,,177,173,
,,,,,,177,174,
,,,,,,177,175,
