xfa,yfa,xmem,ymem,group
95.0,141.0,91,139,ml
100.0,136.11111111111111,91,140,
100.0,145.0,91,141,
114.20858895705521,143.40490797546013,91,142,
102.5,140.5,91,143,
102.5,147.0,91,144,
103.5,131.5,91,145,
108.0,127.0909090909091,91,146,
105.0,142.5,92,138,
106.75,131.75,92,139,
106.0,140.0,92,140,
107.8,137.2,92,141,
108.94444444444444,153.77777777777774,92,142,
108.0,142.0,92,143,
110.33333333333331,144.33333333333334,92,144,
110.0,147.5,92,145,
113.83333333333331,125.66666666666669,92,146,
113.0,132.5,93,138,
113.0,151.5,93,139,
114.0,136.0,93,140,
115.0,130.0,93,141,
115.0,157.0,93,142,
116.5,142.0,93,143,
116.0,146.0,93,144,
117.0,150.0,93,145,
117.0,136.5,93,146,
119.0,126.66666666666669,93,147,
118.0,155.5,94,138,
120.0,134.0,94,139,
124.42857142857143,135.04761904761904,94,140,
120.25,148.75,94,141,
120.5,157.5,94,144,
122.5,152.0,94,145,
123.66666666666669,141.0,94,146,
123.5,149.0,94,147,
124.0,157.0,95,136,
125.0,144.5,95,137,
126.25,128.0,95,138,
127.28571428571428,150.14285714285714,95,139,
126.0,154.0,95,140,
129.33333333333334,136.33333333333334,95,144,
131.33333333333334,130.33333333333334,95,145,
132.0,133.0,95,146,
133.0,140.66666666666666,95,147,
132.0,146.0,96,132,
133.0,136.0,96,133,
133.0,138.0,96,134,
134.5,130.0,96,135,
134.0,133.0,96,136,
136.0,150.0,96,137,
136.0,134.0,96,138,
139.5,132.0,96,139,
139.33333333333334,140.66666666666666,96,140,
140.0,146.0,96,145,
142.4,138.8,96,146,
142.0,143.0,96,147,
146.42857142857142,142.57142857142858,97,132,
147.0,138.0,97,133,
,,97,134,
,,97,135,
,,97,136,
,,97,137,
,,97,138,
,,97,139,
,,97,140,
,,97,145,
,,97,146,
,,97,147,
,,98,130,
,,98,131,
,,98,132,
,,98,133,
,,98,134,
,,98,135,
,,98,136,
,,98,137,
,,98,138,
,,98,145,
,,98,146,
,,98,147,
,,98,148,
,,99,129,
,,99,130,
,,99,131,
,,99,132,
,,99,133,
,,99,134,
,,99,135,
,,99,136,
,,99,145,
,,99,146,
,,99,147,
,,99,148,
,,99,149,
,,99,150,
,,100,123,
,,100,124,
,,100,125,
,,100,126,
,,100,127,
,,100,128,
,,100,129,
,,100,130,
,,100,131,
,,100,132,
,,100,133,
,,100,134,
,,100,145,
,,100,146,
,,100,147,
,,100,148,
,,100,149,
,,100,150,
,,100,151,
,,101,123,
,,101,124,
,,101,125,
,,101,126,
,,101,127,
,,101,128,
