xfa,yfa,xmem,ymem,group
106.0,113.0,103,110,ml
111.06451612903227,114.45161290322581,103,111,
114.0,118.0,103,112,
115.0,116.0,103,113,
115.0,120.0,103,114,
117.27272727272728,123.1818181818182,103,115,
116.5,109.0,103,116,
122.125,109.875,104,110,
116.33333333333331,114.0,104,111,
116.66666666666669,119.0,104,112,
118.5,105.25,104,113,
121.88235294117645,116.76470588235294,104,114,
122.66666666666669,103.66666666666669,104,115,
123.0,111.0,104,116,
124.5,122.5,104,117,
125.5,102.5,105,109,
126.0,112.0,105,110,
128.0,100.0,105,111,
127.0,107.5,105,112,
127.75,120.25,105,113,
127.6,124.0,105,114,
128.75,102.25,105,115,
129.5,110.5,105,116,
128.66666666666666,115.83333333333331,105,117,
129.66666666666666,104.66666666666669,105,118,
130.0,107.5,106,109,
129.0,127.5,106,110,
133.3913043478261,113.43478260869566,106,111,
130.5,120.5,106,112,
137.11764705882354,98.70588235294115,106,114,
132.66666666666666,101.66666666666669,106,115,
132.8,104.4,106,116,
133.0,124.66666666666669,106,117,
134.11111111111111,107.44444444444444,106,118,
133.5,116.5,107,108,
133.0,120.0,107,109,
134.33333333333334,128.66666666666666,107,110,
135.0,126.0,107,111,
136.0,102.5,107,112,
136.66666666666666,110.66666666666669,107,115,
136.0,118.0,107,116,
137.5,120.5,107,117,
137.0,126.0,107,118,
138.5,101.5,107,119,
138.5,108.0,107,120,
140.23076923076923,116.92307692307692,108,107,
138.0,118.0,108,108,
139.75,105.0,108,109,
139.0,111.0,108,110,
140.5,122.0,108,111,
142.46153846153842,126.30769230769229,108,116,
144.72727272727272,102.6818181818182,108,117,
141.0,108.5,108,118,
142.0,96.0,108,119,
142.83333333333334,110.5,108,120,
146.0,122.33333333333331,108,121,
145.75,112.5,109,106,
144.75,116.25,109,107,
144.66666666666666,129.66666666666666,109,108,
145.0,97.0,109,109,
145.0,99.0,109,110,
149.25,118.58333333333331,109,111,
145.5,127.0,109,116,
146.5,107.5,109,117,
147.0,98.0,109,118,
148.6,116.2,109,119,
150.1818181818182,123.54545454545456,109,120,
148.0,129.0,109,121,
151.28571428571428,108.07142857142857,109,122,
151.5,113.1,110,106,
151.0,110.0,110,107,
153.0,124.8,110,108,
153.0,130.0,110,109,
154.0,120.5,110,110,
