xfa,yfa,xmem,ymem,group
98.6,136.8,93,133,ml
101.0,134.0,93,134,
105.6,141.28,93,135,
103.0,132.0,93,136,
107.0,135.5,93,137,
108.5,129.5,93,138,
109.0,138.0,93,139,
113.0,133.0,93,140,
116.33333333333331,133.66666666666666,94,132,
116.66666666666669,136.66666666666666,94,133,
118.8181818181818,148.63636363636363,94,134,
118.0,128.0,94,135,
119.0,139.0,94,136,
120.0,126.0,94,137,
120.0,134.0,94,138,
121.5,142.5,94,139,
122.0,139.0,94,140,
124.45454545454544,153.63636363636363,95,132,
125.0,121.5,95,133,
125.0,138.0,95,134,
125.0,147.0,95,135,
126.0,127.5,95,136,
126.33333333333331,144.33333333333334,95,137,
128.25,148.25,95,138,
128.0,117.5,95,139,
128.0,123.0,95,140,
128.5,126.0,95,141,
128.6,157.8,96,132,
129.0,130.0,96,133,
129.0,136.0,96,134,
129.33333333333334,161.33333333333334,96,135,
130.5,114.5,96,138,
130.0,120.5,96,139,
130.5,152.5,96,140,
132.0,125.0,96,141,
132.0,133.0,96,142,
132.83333333333334,158.66666666666666,97,132,
133.0,164.5,97,133,
134.5,141.0,97,134,
135.0,130.0,97,135,
135.0,149.0,97,138,
136.0,134.0,97,139,
136.0,146.0,97,140,
138.66666666666666,121.33333333333331,97,141,
139.0,132.0,97,142,
139.5,155.0,97,143,
141.16666666666666,128.5,98,132,
141.5,144.0,98,133,
141.5,150.5,98,134,
143.16666666666666,138.83333333333334,98,135,
144.0,126.0,98,139,
144.0,155.0,98,140,
145.0,133.0,98,141,
147.38461538461542,139.15384615384616,98,142,
148.66666666666666,125.33333333333331,98,143,
148.83333333333334,134.0,99,131,
148.0,146.0,99,132,
148.0,154.0,99,133,
149.0,158.0,99,134,
151.11764705882354,142.64705882352942,99,135,
,,99,140,
,,99,141,
,,99,142,
,,99,143,
,,100,130,
,,100,131,
,,100,132,
,,100,133,
,,100,134,
,,100,135,
,,100,141,
,,100,142,
,,100,143,
,,101,130,
,,101,131,
,,101,132,
,,101,133,
,,101,134,
,,101,141,
,,101,142,
,,101,143,
,,101,144,
,,102,129,
,,102,130,
,,102,131,
,,102,132,
,,102,133,
,,102,141,
,,102,142,
,,102,143,
,,102,144,
,,103,129,
,,103,130,
,,103,131,
,,103,132,
,,103,141,
,,103,142,
,,103,143,
,,103,144,
,,103,145,
,,104,128,
,,104,129,
,,104,130,
,,104,131,
,,104,132,
,,104,142,
,,104,143,
,,104,144,
,,104,145,
,,104,146,
,,105,127,
,,105,128,
,,105,129,
,,105,130,
,,105,131,
,,105,142,
,,105,143,
,,105,144,
,,105,145,
,,105,146,
,,105,147,
,,106,126,
,,106,127,
,,106,128,
,,106,129,
,,106,130,
,,106,131,
,,106,143,
,,106,144,
,,106,145,
,,106,146,
,,106,147,
,,106,148,
,,107,126,
,,107,127,
,,107,128,
,,107,129,
,,107,130,
,,107,144,
,,107,145,
,,107,146,
,,107,147,
,,107,148,
,,108,126,
,,108,127,
,,108,128,
,,108,129,
,,108,145,
,,108,146,
,,108,147,
,,108,148,
,,108,149,
,,109,126,
,,109,127,
,,109,128,
,,109,129,
,,109,146,
,,109,147,
,,109,148,
,,109,149,
,,110,126,
,,110,127,
,,110,128,
,,110,129,
,,110,146,
,,110,147,
,,110,148,
,,110,149,
,,111,126,
,,111,127,
,,111,128,
,,111,129,
,,111,130,
,,111,147,
,,111,148,
,,111,149,
,,111,150,
,,112,126,
,,112,127,
,,112,128,
,,112,129,
,,112,130,
,,112,147,
,,112,148,
,,112,149,
,,112,150,
,,113,125,
,,113,126,
,,113,127,
,,113,128,
,,113,129,
,,113,130,
,,113,147,
,,113,148,
,,113,149,
,,113,150,
,,114,125,
,,114,126,
,,114,127,
,,114,128,
,,114,148,
,,114,149,
,,114,150,
,,114,151,
,,115,125,
,,115,126,
,,115,127,
,,115,128,
,,115,148,
,,115,149,
,,115,150,
,,115,151,
,,115,152,
,,116,125,
,,116,126,
,,116,127,
,,116,148,
,,116,149,
,,116,150,
,,116,151,
,,116,152,
,,117,123,
,,117,124,
,,117,125,
,,117,126,
,,117,127,
,,117,149,
,,117,150,
,,117,151,
,,117,152,
,,118,122,
,,118,123,
,,118,124,
,,118,125,
,,118,126,
,,118,127,
,,118,150,
,,118,151,
,,118,152,
,,118,153,
,,119,122,
,,119,123,
,,119,124,
,,119,125,
,,119,126,
,,119,127,
,,119,150,
,,119,151,
,,119,152,
,,119,153,
