xfa,yfa,xmem,ymem,group
91.53846153846152,117.53846153846152,87,120,ml
91.0,128.0,87,121,
91.66666666666669,134.33333333333334,87,122,
92.66666666666669,122.33333333333331,87,123,
93.5,131.5,87,124,
97.11111111111113,109.77777777777777,87,125,
95.0,126.0,87,126,
95.0,135.5,87,127,
95.0,139.0,88,118,
95.5,152.5,88,119,
95.0,156.0,88,120,
96.33333333333331,129.0,88,121,
99.0,106.25,88,122,
97.0,144.0,88,123,
97.5,149.5,88,124,
98.0,138.0,88,125,
99.33333333333331,113.66666666666669,88,126,
99.0,141.0,88,127,
100.5,124.5,88,128,
100.0,129.5,88,129,
101.0,135.0,88,130,
102.0,140.5,88,131,
103.66666666666669,101.66666666666669,88,132,
103.0,114.5,89,112,
103.0,131.5,89,113,
103.33333333333331,155.33333333333334,89,114,
104.0,159.33333333333334,89,115,
105.0,107.5,89,116,
105.0,121.0,89,117,
105.0,152.5,89,118,
107.55555555555556,161.66666666666666,89,119,
106.0,104.0,89,120,
106.5,132.5,89,121,
108.83333333333331,102.0,89,122,
107.0,114.0,89,123,
108.0,104.0,89,124,
108.5,106.5,89,125,
108.0,125.5,89,126,
108.5,145.0,89,127,
109.5,116.0,89,128,
109.5,128.5,89,129,
110.0,98.0,89,130,
111.2,125.6,89,131,
115.05084745762713,104.27118644067795,89,132,
111.0,109.0,89,133,
111.0,156.0,89,134,
113.875,94.875,89,135,
112.5,116.0,89,136,
112.0,142.0,89,137,
113.0,112.0,90,110,
113.75,121.25,90,111,
113.5,136.5,90,112,
113.0,152.0,90,113,
113.0,159.0,90,114,
114.5,130.0,90,115,
115.5,113.0,90,116,
116.5,156.25,90,117,
117.16666666666669,97.0,90,118,
116.0,101.0,90,119,
116.0,109.5,90,120,
116.33333333333331,117.33333333333331,90,121,
116.0,125.5,90,122,
116.0,133.0,90,125,
116.57142857142857,149.28571428571428,90,126,
117.0,106.5,90,127,
117.0,137.5,90,128,
119.5,99.5,90,129,
118.0,144.0,90,130,
119.5,102.0,90,131,
119.5,118.0,90,132,
119.75,132.75,90,133,
122.1,93.5,90,134,
120.0,108.0,90,135,
122.92857142857143,123.07142857142857,90,136,
121.0,123.5,90,137,
123.2,97.4,90,138,
122.5,104.0,90,139,
123.5,110.0,90,140,
122.0,116.0,91,108,
122.0,136.5,91,109,
124.33333333333331,88.77777777777777,91,110,
123.66666666666669,101.33333333333331,91,111,
123.66666666666669,133.33333333333334,91,112,
127.6153846153846,105.53846153846152,91,113,
125.0,106.0,91,114,
125.66666666666669,112.66666666666669,91,115,
125.5,128.5,91,116,
125.33333333333331,144.33333333333334,91,117,
129.94117647058823,99.73529411764706,91,118,
126.0,138.0,91,119,
126.0,151.0,91,120,
127.5,91.0,91,130,
128.0,109.5,91,131,
127.0,124.0,91,132,
127.0,141.0,91,133,
128.0,112.0,91,134,
128.0,114.0,91,135,
129.83333333333334,131.66666666666666,91,136,
129.5,116.0,91,137,
131.25,105.0,91,138,
132.625,112.625,91,139,
130.0,114.0,91,140,
130.33333333333334,120.33333333333331,91,141,
130.0,136.0,92,106,
132.88888888888889,108.77777777777777,92,107,
132.0,127.0,92,108,
132.0,134.0,92,109,
132.0,141.0,92,110,
133.0,136.0,92,111,
134.0,105.0,92,112,
137.0,133.45454545454547,92,113,
136.8,104.6,92,114,
136.0,107.0,92,135,
138.2,107.8,92,136,
137.0,124.0,92,137,
139.71428571428572,138.42857142857142,92,138,
139.0,129.5,92,139,
140.5,110.0,92,140,
142.0,128.5,92,141,
143.5,140.5,92,142,
147.2,136.4,92,143,
149.5,145.5,92,151,
151.0,134.0,92,152,
,,92,153,
,,92,154,
