xfa,yfa,width_fa,height_fa,area_fa,aspect_ratio_fa,xmem,ymem,group
116.0,117.5,2.1,1.4,2.9399999999999995,1.4999999999999998,110,118,actual
123.3181818181818,113.4090909090909,7.699999999999998,5.6,43.11999999999999,1.375,110,119,
118.5,123.5,1.4,1.4,1.96,1.0,110,120,
120.46153846153848,117.46153846153848,3.5,4.199999999999998,14.699999999999998,0.8333333333333335,110,121,
120.75,102.25,2.1,1.4,2.9399999999999995,1.4999999999999998,111,117,
122.0,115.25,2.1,2.1,4.409999999999998,1.0,111,118,
122.33333333333331,126.0,2.8,2.1,5.879999999999999,1.3333333333333337,111,121,
123.5,106.5,2.8,4.199999999999998,11.759999999999998,0.6666666666666667,111,122,
124.0,100.33333333333331,2.1,1.4,2.9399999999999995,1.4999999999999998,112,116,
125.66666666666669,119.66666666666669,1.4,1.4,1.96,1.0,112,117,
127.28571428571428,122.71428571428572,3.5,2.1,7.349999999999999,1.666666666666667,112,122,
127.16666666666669,133.08333333333334,3.5,4.9,17.15,0.7142857142857144,112,123,
132.0,106.11764705882355,6.3,3.5,22.05,1.8,113,116,
129.5,111.0,2.8,0.7,1.96,4.0,113,123,
128.33333333333334,139.66666666666666,1.4,1.4,1.96,1.0,113,124,
130.33333333333334,99.5,2.8,1.4,3.92,2.0,114,115,
131.85714285714286,102.28571428571428,3.5,1.4,4.9,2.5,114,116,
130.75,121.75,1.4,2.1,2.9399999999999995,0.6666666666666667,114,124,
132.5,96.5,1.4,1.4,1.96,1.0,114,125,
132.5,142.5,1.4,1.4,1.96,1.0,114,126,
132.5,151.25,1.4,2.1,2.9399999999999995,0.6666666666666667,115,115,
134.5,156.9,2.8,4.9,13.719999999999995,0.5714285714285715,115,126,
134.66666666666666,110.66666666666669,1.4,1.4,1.96,1.0,116,114,
134.5,148.5,1.4,1.4,1.96,1.0,116,115,
136.6,99.2,2.8,1.4,3.92,2.0,116,126,
139.11111111111111,112.22222222222223,3.5,2.8,9.8,1.25,117,98,
139.0,118.33333333333331,3.5,2.1,7.349999999999999,1.666666666666667,117,99,
139.0,159.0,0.7,3.5,2.45,0.2,117,100,
141.23076923076925,101.3846153846154,2.8,4.199999999999998,11.759999999999998,0.6666666666666667,117,101,
140.75,123.0,1.4,2.1,2.9399999999999995,0.6666666666666667,117,102,
141.0,127.5,2.1,1.4,2.9399999999999995,1.4999999999999998,117,103,
141.75,134.5,2.1,1.4,2.9399999999999995,1.4999999999999998,117,104,
142.0,139.2,2.1,2.1,4.409999999999998,1.0,117,110,
143.5,152.0,1.4,2.1,2.9399999999999995,0.6666666666666667,117,111,
145.0,133.0,2.1,0.7,1.4699999999999998,3.0,117,112,
144.66666666666666,148.66666666666666,1.4,1.4,1.96,1.0,117,113,
148.6,130.0,1.4,2.1,2.9399999999999995,0.6666666666666667,117,114,
149.0,144.75,2.1,3.5,7.349999999999999,0.5999999999999999,117,126,
151.25,130.25,1.4,2.1,2.9399999999999995,0.6666666666666667,117,127,
,,,,,,118,98,
,,,,,,118,104,
,,,,,,118,105,
,,,,,,118,106,
,,,,,,118,108,
,,,,,,118,109,
,,,,,,118,110,
,,,,,,118,127,
,,,,,,119,98,
,,,,,,119,106,
,,,,,,119,107,
,,,,,,119,108,
,,,,,,119,127,
,,,,,,119,128,
,,,,,,120,97,
,,,,,,120,98,
,,,,,,120,128,
,,,,,,121,97,
,,,,,,121,128,
,,,,,,121,129,
,,,,,,122,97,
,,,,,,122,129,
,,,,,,122,130,
,,,,,,123,97,
,,,,,,123,130,
,,,,,,123,131,
,,,,,,124,97,
,,,,,,124,131,
,,,,,,124,132,
,,,,,,124,133,
,,,,,,125,97,
,,,,,,125,133,
,,,,,,125,134,
,,,,,,126,96,
,,,,,,126,97,
,,,,,,126,134,
,,,,,,126,135,
,,,,,,126,136,
,,,,,,126,139,
,,,,,,126,140,
,,,,,,126,141,
,,,,,,127,96,
,,,,,,127,136,
,,,,,,127,137,
,,,,,,127,138,
,,,,,,127,139,
,,,,,,127,141,
,,,,,,127,142,
,,,,,,127,143,
,,,,,,128,95,
,,,,,,128,96,
,,,,,,128,143,
,,,,,,128,144,
,,,,,,128,145,
,,,,,,128,146,
,,,,,,129,95,
,,,,,,129,146,
,,,,,,129,147,
,,,,,,130,95,
,,,,,,130,147,
,,,,,,130,148,
,,,,,,130,149,
,,,,,,130,150,
,,,,,,130,151,
,,,,,,130,152,
,,,,,,130,153,
,,,,,,130,154,
,,,,,,131,95,
,,,,,,131,96,
,,,,,,131,149,
,,,,,,131,154,
,,,,,,131,155,
,,,,,,132,95,
,,,,,,132,155,
,,,,,,132,156,
,,,,,,132,157,
,,,,,,133,95,
,,,,,,133,157,
,,,,,,133,158,
,,,,,,133,159,
,,,,,,134,95,
,,,,,,134,159,
,,,,,,134,160,
,,,,,,134,161,
,,,,,,135,95,
,,,,,,135,96,
,,,,,,135,161,
,,,,,,135,162,
,,,,,,136,94,
,,,,,,136,95,
,,,,,,136,162,
,,,,,,136,163,
,,,,,,137,94,
,,,,,,137,163,
,,,,,,137,164,
,,,,,,138,94,
,,,,,,138,95,
,,,,,,138,164,
,,,,,,138,165,
,,,,,,139,95,
,,,,,,139,96,
,,,,,,139,165,
,,,,,,139,166,
,,,,,,140,96,
,,,,,,140,166,
,,,,,,140,167,
,,,,,,141,96,
,,,,,,141,167,
,,,,,,142,96,
,,,,,,142,97,
,,,,,,142,105,
,,,,,,142,106,
,,,,,,142,107,
,,,,,,142,108,
,,,,,,142,112,
,,,,,,142,166,
,,,,,,142,167,
,,,,,,143,97,
,,,,,,143,98,
,,,,,,143,104,
,,,,,,143,105,
,,,,,,143,108,
,,,,,,143,109,
,,,,,,143,110,
,,,,,,143,111,
,,,,,,143,112,
,,,,,,143,113,
,,,,,,143,166,
,,,,,,144,98,
,,,,,,144,99,
,,,,,,144,100,
,,,,,,144,101,
,,,,,,144,102,
,,,,,,144,103,
,,,,,,144,104,
,,,,,,144,113,
,,,,,,144,114,
,,,,,,144,115,
,,,,,,144,166,
,,,,,,145,115,
,,,,,,145,116,
,,,,,,145,165,
,,,,,,145,166,
,,,,,,146,116,
,,,,,,146,117,
,,,,,,146,164,
,,,,,,146,165,
,,,,,,147,117,
,,,,,,147,118,
,,,,,,147,163,
,,,,,,147,164,
,,,,,,148,118,
,,,,,,148,119,
,,,,,,148,160,
,,,,,,148,161,
,,,,,,148,162,
,,,,,,148,163,
,,,,,,149,119,
,,,,,,149,120,
,,,,,,149,157,
,,,,,,149,158,
,,,,,,149,159,
,,,,,,149,160,
,,,,,,150,120,
,,,,,,150,121,
,,,,,,150,151,
,,,,,,150,156,
,,,,,,150,157,
,,,,,,151,121,
,,,,,,151,144,
,,,,,,151,145,
,,,,,,151,146,
,,,,,,151,147,
,,,,,,151,148,
,,,,,,151,149,
,,,,,,151,150,
,,,,,,151,151,
,,,,,,151,152,
,,,,,,151,153,
,,,,,,151,154,
,,,,,,151,155,
,,,,,,151,156,
,,,,,,152,121,
,,,,,,152,122,
,,,,,,152,123,
,,,,,,152,139,
,,,,,,152,140,
,,,,,,152,141,
,,,,,,152,142,
,,,,,,152,143,
,,,,,,152,144,
,,,,,,153,123,
,,,,,,153,135,
,,,,,,153,136,
,,,,,,153,137,
,,,,,,153,138,
,,,,,,153,139,
,,,,,,154,123,
,,,,,,154,124,
,,,,,,154,125,
,,,,,,154,126,
,,,,,,154,134,
,,,,,,154,135,
,,,,,,155,126,
,,,,,,155,127,
,,,,,,155,133,
,,,,,,155,134,
,,,,,,156,127,
,,,,,,156,128,
,,,,,,156,129,
,,,,,,156,131,
,,,,,,156,132,
,,,,,,156,133,
,,,,,,157,129,
,,,,,,157,130,
,,,,,,157,131,
