xfa,yfa,width_fa,height_fa,area_fa,aspect_ratio_fa,xmem,ymem,group
96.75,161.875,2.8,3.5,9.8,0.7999999999999999,91,159,actual
97.28571428571428,153.21428571428572,2.8,3.5,9.8,0.7999999999999999,91,160,
97.66666666666669,148.33333333333334,1.4,1.4,1.96,1.0,91,161,
101.875,149.125,3.5,2.8,9.8,1.25,92,158,
104.4,137.3,2.8,3.5,9.8,0.7999999999999999,92,159,
104.6,154.2,2.8,2.8,7.839999999999999,1.0,92,161,
106.66666666666669,158.66666666666666,1.4,1.4,1.96,1.0,92,162,
109.25,143.75,2.1,2.8,5.879999999999999,0.7499999999999999,93,158,
109.75,151.25,2.8,3.5,9.8,0.7999999999999999,93,162,
109.5,157.5,1.4,1.4,1.96,1.0,93,163,
113.5,138.0,1.4,2.1,2.9399999999999995,0.6666666666666667,93,164,
113.5,142.5,1.4,1.4,1.96,1.0,93,165,
116.66666666666669,149.33333333333334,1.4,1.4,1.96,1.0,94,151,
119.5,137.33333333333334,2.8,2.1,5.879999999999999,1.3333333333333337,94,152,
121.2,125.2,2.1,2.1,4.409999999999998,1.0,94,153,
120.33333333333331,134.66666666666666,1.4,1.4,1.96,1.0,94,154,
120.66666666666669,149.66666666666666,1.4,1.4,1.96,1.0,94,155,
123.33333333333331,128.0,1.4,2.1,2.9399999999999995,0.6666666666666667,94,156,
129.6,127.5,5.6,1.4,7.839999999999999,4.0,94,157,
128.5,133.5,1.4,1.4,1.96,1.0,94,158,
134.5,135.5,2.8,1.4,3.92,2.0,94,165,
136.0,130.85714285714286,3.5,2.1,7.349999999999999,1.666666666666667,94,166,
135.4,138.2,2.1,2.1,4.409999999999998,1.0,95,150,
136.42857142857142,150.57142857142858,4.199999999999998,2.1,8.819999999999997,2.0,95,151,
139.66666666666666,144.83333333333334,2.8,2.8,7.839999999999999,1.0,95,166,
139.0,135.0,0.7,2.1,1.4699999999999998,0.33333333333333337,96,145,
145.33333333333334,151.66666666666666,1.4,1.4,1.96,1.0,96,146,
,,,,,,96,147,
,,,,,,96,148,
,,,,,,96,149,
,,,,,,96,150,
,,,,,,96,165,
,,,,,,96,166,
,,,,,,97,143,
,,,,,,97,144,
,,,,,,97,145,
,,,,,,97,165,
,,,,,,98,140,
,,,,,,98,141,
,,,,,,98,142,
,,,,,,98,143,
,,,,,,98,164,
,,,,,,98,165,
,,,,,,99,138,
,,,,,,99,139,
,,,,,,99,140,
,,,,,,99,164,
,,,,,,100,138,
,,,,,,100,163,
,,,,,,100,164,
,,,,,,101,137,
,,,,,,101,138,
,,,,,,101,162,
,,,,,,101,163,
,,,,,,102,135,
,,,,,,102,136,
,,,,,,102,137,
,,,,,,102,162,
,,,,,,103,134,
,,,,,,103,135,
,,,,,,103,161,
,,,,,,103,162,
,,,,,,104,134,
,,,,,,104,161,
,,,,,,105,133,
,,,,,,105,134,
,,,,,,105,160,
,,,,,,105,161,
,,,,,,106,133,
,,,,,,106,160,
,,,,,,107,132,
,,,,,,107,133,
,,,,,,107,160,
,,,,,,108,132,
,,,,,,108,160,
,,,,,,109,131,
,,,,,,109,132,
,,,,,,109,159,
,,,,,,109,160,
,,,,,,110,130,
,,,,,,110,131,
,,,,,,110,159,
,,,,,,111,129,
,,,,,,111,130,
,,,,,,111,158,
,,,,,,111,159,
,,,,,,112,128,
,,,,,,112,129,
,,,,,,112,157,
,,,,,,112,158,
,,,,,,113,127,
,,,,,,113,128,
,,,,,,113,157,
,,,,,,114,127,
,,,,,,114,157,
,,,,,,115,126,
,,,,,,115,127,
,,,,,,115,157,
,,,,,,116,125,
,,,,,,116,126,
,,,,,,116,157,
,,,,,,117,125,
,,,,,,117,156,
,,,,,,117,157,
,,,,,,118,124,
,,,,,,118,125,
,,,,,,118,156,
,,,,,,119,123,
,,,,,,119,124,
,,,,,,119,156,
,,,,,,120,123,
,,,,,,120,156,
,,,,,,121,123,
,,,,,,121,156,
,,,,,,122,123,
,,,,,,122,156,
,,,,,,123,123,
,,,,,,123,155,
,,,,,,123,156,
,,,,,,124,123,
,,,,,,124,124,
,,,,,,124,155,
,,,,,,124,156,
