xfa,yfa,width_fa,height_fa,area_fa,aspect_ratio_fa,xmem,ymem,group
90.0,131.5,2.1,1.4,2.9399999999999995,1.4999999999999998,89,130,actual
94.9090909090909,130.8181818181818,3.5,2.1,7.349999999999999,1.666666666666667,89,131,
100.5,130.625,2.8,2.1,5.879999999999999,1.3333333333333337,89,132,
105.22222222222223,132.66666666666666,3.5,2.8,9.8,1.25,89,133,
106.9,127.8,5.6,2.8,15.679999999999998,2.0,89,134,
108.0,134.5,0.7,1.4,0.98,0.5,90,130,
118.08108108108108,144.82432432432432,14.0,13.3,186.2,1.0526315789473686,90,134,
109.5,131.0,1.4,0.7,0.98,2.0,90,135,
112.0,134.72727272727272,4.199999999999998,2.8,11.759999999999998,1.4999999999999998,91,130,
111.66666666666669,103.66666666666669,1.4,1.4,1.96,1.0,91,135,
111.66666666666669,117.33333333333331,1.4,1.4,1.96,1.0,92,127,
112.6,131.4,1.4,2.8,3.92,0.5,92,128,
114.5,110.0,2.8,2.1,5.879999999999999,1.3333333333333337,92,129,
114.5,96.0,1.4,2.1,2.9399999999999995,0.6666666666666667,92,130,
114.66666666666669,103.0,1.4,2.1,2.9399999999999995,0.6666666666666667,92,135,
114.0,138.0,0.7,0.7,0.49,1.0,93,126,
116.0,118.0,0.7,2.1,1.4699999999999998,0.33333333333333337,93,127,
117.0,133.8,2.1,2.1,4.409999999999998,1.0,93,135,
116.0,137.0,0.7,0.7,0.49,1.0,94,126,
120.46153846153848,139.15384615384616,6.3,2.1,13.229999999999995,3.0000000000000004,94,135,
117.5,123.5,1.4,1.4,1.96,1.0,95,125,
117.5,129.5,1.4,1.4,1.96,1.0,95,126,
118.0,102.5,0.7,2.8,1.96,0.25,95,135,
118.66666666666669,115.66666666666669,1.4,1.4,1.96,1.0,96,124,
120.55555555555556,125.77777777777777,3.5,2.8,9.8,1.25,96,125,
119.0,142.0,0.7,0.7,0.49,1.0,96,135,
120.33333333333331,101.33333333333331,1.4,1.4,1.96,1.0,97,123,
122.0,107.0,2.1,0.7,1.4699999999999998,3.0,97,124,
122.0,115.33333333333331,2.1,3.5,7.349999999999999,0.5999999999999999,97,135,
122.0,120.83333333333331,2.1,2.1,4.409999999999998,1.0,98,123,
121.33333333333331,143.33333333333334,1.4,1.4,1.96,1.0,98,135,
122.33333333333331,133.33333333333334,1.4,1.4,1.96,1.0,99,122,
124.375,151.125,4.199999999999998,2.1,8.819999999999997,2.0,99,123,
124.5,103.5,1.4,1.4,1.96,1.0,99,135,
131.0,112.57142857142857,2.1,3.5,7.349999999999999,0.5999999999999999,99,136,
130.5,129.5,1.4,1.4,1.96,1.0,100,120,
132.11111111111111,140.88888888888889,3.5,2.8,9.8,1.25,100,121,
132.125,133.25,2.8,2.1,5.879999999999999,1.3333333333333337,100,122,
135.125,125.0,2.8,3.5,9.8,0.7999999999999999,100,136,
137.0,132.5,2.1,1.4,2.9399999999999995,1.4999999999999998,101,119,
137.0,143.75,2.1,1.4,2.9399999999999995,1.4999999999999998,101,120,
136.33333333333334,149.66666666666666,1.4,1.4,1.96,1.0,101,136,
138.66666666666666,128.66666666666666,1.4,1.4,1.96,1.0,102,118,
139.42857142857142,147.85714285714286,1.4,3.5,4.9,0.4,102,119,
141.88888888888889,119.55555555555556,2.8,2.8,7.839999999999999,1.0,102,136,
143.14285714285714,125.42857142857143,2.1,2.8,5.879999999999999,0.7499999999999999,103,118,
,,,,,,103,136,
,,,,,,104,117,
,,,,,,104,118,
,,,,,,104,136,
,,,,,,105,114,
,,,,,,105,115,
,,,,,,105,116,
,,,,,,105,117,
