xfa,yfa,width_fa,height_fa,area_fa,aspect_ratio_fa,xmem,ymem,group
105.75,144.0,1.4,2.1,2.9399999999999995,0.6666666666666667,105,136,actual
111.41666666666669,129.16666666666666,4.9,4.199999999999998,20.579999999999995,1.1666666666666667,105,137,
112.84615384615385,143.53846153846158,3.5,4.199999999999998,14.699999999999998,0.8333333333333335,105,138,
113.0,121.5,2.1,1.4,2.9399999999999995,1.4999999999999998,105,139,
113.5,124.5,1.4,1.4,1.96,1.0,105,140,
116.0,130.0,2.1,0.7,1.4699999999999998,3.0,105,141,
117.5,141.5,1.4,1.4,1.96,1.0,105,142,
118.4,147.4,2.8,1.4,3.92,2.0,105,143,
119.0,126.0,0.7,2.1,1.4699999999999998,0.33333333333333337,105,144,
120.375,154.25,2.8,2.8,7.839999999999999,1.0,105,145,
121.66666666666669,129.66666666666666,1.4,1.4,1.96,1.0,105,146,
126.8,129.6,1.4,2.8,3.92,0.5,105,147,
127.0909090909091,155.0,2.1,3.5,7.349999999999999,0.5999999999999999,106,133,
130.5,139.5,1.4,1.4,1.96,1.0,106,134,
135.2,134.8,5.6,5.6,31.36,1.0,106,135,
135.9090909090909,156.54545454545453,3.5,4.199999999999998,14.699999999999998,0.8333333333333335,106,136,
136.0,148.5,2.1,1.4,2.9399999999999995,1.4999999999999998,106,141,
136.33333333333334,151.66666666666666,1.4,1.4,1.96,1.0,106,147,
139.66666666666666,148.33333333333334,1.4,1.4,1.96,1.0,107,119,
146.66666666666666,135.16666666666666,4.9,2.8,13.719999999999995,1.75,107,120,
145.0,153.0,0.7,2.1,1.4699999999999998,0.33333333333333337,107,121,
146.33333333333334,140.66666666666666,1.4,1.4,1.96,1.0,107,132,
146.75,156.75,1.4,2.1,2.9399999999999995,0.6666666666666667,107,133,
151.5,142.5,2.8,1.4,3.92,2.0,107,147,
,,,,,,108,119,
,,,,,,108,121,
,,,,,,108,122,
,,,,,,108,123,
,,,,,,108,124,
,,,,,,108,125,
,,,,,,108,126,
,,,,,,108,127,
,,,,,,108,128,
,,,,,,108,129,
,,,,,,108,130,
,,,,,,108,131,
,,,,,,108,132,
,,,,,,108,147,
,,,,,,109,119,
,,,,,,109,124,
,,,,,,109,146,
,,,,,,109,147,
,,,,,,110,119,
,,,,,,110,147,
,,,,,,111,119,
,,,,,,111,120,
,,,,,,111,147,
,,,,,,112,120,
,,,,,,112,147,
,,,,,,113,120,
,,,,,,113,147,
,,,,,,113,148,
,,,,,,114,120,
,,,,,,114,148,
,,,,,,114,149,
,,,,,,115,120,
,,,,,,115,149,
,,,,,,116,120,
,,,,,,116,149,
,,,,,,116,150,
,,,,,,116,151,
,,,,,,116,152,
,,,,,,116,153,
,,,,,,117,119,
,,,,,,117,120,
,,,,,,117,153,
,,,,,,117,154,
,,,,,,117,155,
,,,,,,118,118,
,,,,,,118,119,
,,,,,,118,155,
,,,,,,118,156,
,,,,,,119,117,
,,,,,,119,118,
,,,,,,119,156,
,,,,,,119,157,
,,,,,,120,117,
,,,,,,120,157,
,,,,,,121,117,
,,,,,,121,118,
,,,,,,121,120,
,,,,,,121,157,
,,,,,,121,158,
,,,,,,122,118,
,,,,,,122,119,
,,,,,,122,120,
,,,,,,122,121,
,,,,,,122,122,
,,,,,,122,158,
,,,,,,123,122,
,,,,,,123,123,
,,,,,,123,124,
,,,,,,123,125,
,,,,,,123,158,
,,,,,,124,125,
,,,,,,124,158,
,,,,,,125,125,
,,,,,,125,126,
,,,,,,125,158,
,,,,,,126,126,
,,,,,,126,158,
,,,,,,127,126,
,,,,,,127,127,
,,,,,,127,158,
,,,,,,128,127,
,,,,,,128,158,
,,,,,,128,159,
,,,,,,129,127,
,,,,,,129,128,
,,,,,,129,159,
,,,,,,130,128,
,,,,,,130,129,
,,,,,,130,159,
,,,,,,131,129,
,,,,,,131,130,
,,,,,,131,159,
,,,,,,132,130,
,,,,,,132,159,
,,,,,,132,160,
,,,,,,133,130,
,,,,,,133,131,
,,,,,,133,160,
,,,,,,134,131,
,,,,,,134,160,
,,,,,,135,131,
,,,,,,135,132,
,,,,,,135,159,
,,,,,,135,160,
,,,,,,136,132,
,,,,,,136,160,
,,,,,,137,132,
,,,,,,137,160,
,,,,,,138,132,
,,,,,,138,159,
,,,,,,138,160,
,,,,,,139,132,
,,,,,,139,160,
,,,,,,140,132,
,,,,,,140,160,
,,,,,,141,131,
,,,,,,141,132,
,,,,,,141,160,
,,,,,,142,131,
,,,,,,142,160,
,,,,,,142,161,
,,,,,,143,130,
,,,,,,143,131,
,,,,,,143,161,
,,,,,,144,130,
,,,,,,144,161,
,,,,,,145,130,
,,,,,,145,131,
,,,,,,145,160,
,,,,,,145,161,
,,,,,,146,131,
,,,,,,146,160,
,,,,,,147,131,
,,,,,,147,152,
,,,,,,147,160,
,,,,,,148,131,
,,,,,,148,151,
,,,,,,148,152,
,,,,,,148,153,
,,,,,,148,158,
,,,,,,148,159,
,,,,,,148,160,
,,,,,,149,131,
,,,,,,149,150,
,,,,,,149,151,
,,,,,,149,153,
,,,,,,149,154,
,,,,,,149,155,
,,,,,,149,156,
,,,,,,149,157,
,,,,,,149,158,
,,,,,,150,131,
,,,,,,150,149,
,,,,,,150,150,
,,,,,,151,131,
,,,,,,151,132,
,,,,,,151,134,
,,,,,,151,135,
,,,,,,151,148,
,,,,,,151,149,
,,,,,,152,132,
,,,,,,152,133,
,,,,,,152,134,
,,,,,,152,135,
,,,,,,152,147,
,,,,,,152,148,
,,,,,,153,135,
,,,,,,153,136,
,,,,,,153,137,
,,,,,,153,138,
,,,,,,153,147,
,,,,,,154,138,
,,,,,,154,139,
,,,,,,154,143,
,,,,,,154,144,
,,,,,,154,145,
,,,,,,154,146,
,,,,,,154,147,
,,,,,,155,139,
,,,,,,155,140,
,,,,,,155,141,
,,,,,,155,142,
,,,,,,155,143,
