xfa,yfa,xmem,ymem,group
95.0,150.0,91,149,actual
96.2,153.8,91,150,
99.4,143.8,91,151,
102.95,153.65,91,152,
99.5,155.5,91,153,
106.68571428571428,161.2,91,154,
101.0,165.0,91,155,
102.83333333333331,139.83333333333334,92,147,
103.5,109.0,92,148,
103.0,114.0,92,149,
103.0,116.0,92,150,
104.75,147.41666666666666,92,151,
103.8,150.6,92,152,
104.33333333333331,111.33333333333331,92,153,
104.4,118.8,92,154,
104.6,134.4,92,155,
106.33333333333331,105.66666666666669,93,147,
107.0,108.75,93,148,
106.0,130.0,93,149,
107.0,101.0,93,150,
109.45454545454544,101.0909090909091,93,151,
107.0,128.0,93,152,
107.0,157.0,93,153,
108.33333333333331,113.83333333333331,93,154,
108.0,153.0,93,155,
110.0,119.33333333333331,93,156,
109.5,123.0,94,146,
109.0,135.5,94,147,
109.33333333333331,139.33333333333334,94,148,
109.0,144.0,94,149,
109.0,148.0,94,150,
110.0,132.5,94,151,
113.29411764705885,139.23529411764707,94,153,
112.5,94.5,94,154,
112.66666666666669,109.33333333333331,94,155,
112.0,127.5,94,156,
112.0,148.0,95,145,
116.41935483870968,153.48387096774192,95,146,
114.0,127.0,95,147,
114.0,146.0,95,148,
114.33333333333331,148.33333333333334,95,149,
115.75,124.5,95,153,
115.0,132.0,95,154,
116.83333333333331,101.16666666666669,95,155,
117.53333333333332,111.13333333333334,95,156,
116.0,127.0,95,157,
117.0,146.0,96,142,
117.0,139.0,96,143,
118.5,94.0,96,144,
118.0,96.0,96,145,
118.0,117.0,96,146,
120.0,108.5,96,147,
120.0,123.0,96,148,
120.5,128.0,96,149,
120.5,138.5,96,154,
120.5,146.0,96,155,
122.75,90.0,96,156,
123.0,124.5,96,157,
123.0,146.5,96,158,
124.42857142857143,112.71428571428572,97,141,
124.0,143.5,97,142,
125.6,132.8,97,143,
125.0,140.5,97,144,
126.33333333333331,91.0,97,145,
126.0,118.0,97,146,
129.5,97.5,97,147,
129.0,106.0,97,148,
129.4,110.2,97,154,
129.5,114.0,97,155,
130.45454545454547,124.0909090909091,97,156,
132.625,117.0,97,157,
133.0,105.0,97,158,
133.5,112.0,97,163,
134.5,124.0,97,164,
,,97,165,
,,97,166,
,,97,167,
,,98,140,
,,98,141,
,,98,142,
,,98,143,
,,98,144,
,,98,145,
,,98,146,
,,98,147,
,,98,155,
,,98,156,
,,98,157,
,,98,158,
,,98,159,
,,98,161,
,,98,162,
,,98,163,
,,98,164,
,,98,165,
,,98,166,
,,98,167,
,,98,168,
,,99,113,
,,99,114,
,,99,115,
,,99,116,
,,99,117,
,,99,118,
,,99,119,
,,99,120,
,,99,138,
,,99,139,
,,99,140,
,,99,141,
,,99,142,
,,99,143,
,,99,144,
,,99,156,
,,99,157,
,,99,158,
,,99,159,
,,99,160,
,,99,161,
,,99,162,
,,99,163,
,,99,164,
,,99,165,
,,99,166,
,,99,167,
,,99,168,
,,100,111,
,,100,112,
,,100,113,
,,100,114,
,,100,115,
,,100,116,
,,100,117,
,,100,118,
,,100,119,
,,100,120,
