xfa,yfa,xmem,ymem,group
96.28571428571428,135.42857142857142,92,132,actual
97.0,124.5,92,133,
97.0,129.5,92,134,
100.52941176470587,118.41176470588236,92,135,
98.0,127.0,92,136,
99.2,140.8,92,137,
99.0,130.0,92,138,
102.2,129.8,93,131,
102.0,136.0,93,132,
102.5,140.0,93,133,
103.0,124.0,93,134,
104.77777777777777,144.0,93,135,
107.33333333333331,114.0,93,136,
105.0,118.0,93,137,
107.5,117.5,93,138,
107.0,138.0,93,139,
113.10714285714286,100.32142857142857,93,140,
108.0,133.5,94,127,
108.0,141.0,94,128,
108.33333333333331,143.33333333333334,94,129,
108.0,146.0,94,130,
111.0,105.5,94,131,
110.8,145.4,94,132,
111.0,138.0,94,133,
111.5,142.5,94,134,
112.4,109.2,94,135,
114.16666666666669,137.83333333333334,94,136,
114.0,104.0,94,137,
114.66666666666669,112.33333333333331,94,138,
117.8,108.06666666666666,94,139,
115.33333333333331,109.66666666666669,94,140,
115.0,115.0,94,141,
121.08333333333331,142.41666666666666,95,122,
116.8,149.2,95,123,
117.0,103.0,95,124,
118.33333333333331,125.33333333333331,95,125,
120.25,113.25,95,126,
124.0,112.66666666666669,95,127,
124.4,115.8,95,128,
124.66666666666669,135.66666666666666,95,129,
125.5,138.0,95,130,
128.0,139.0,95,131,
127.66666666666669,119.33333333333331,95,132,
129.94117647058823,131.70588235294122,95,133,
131.0,135.0,95,134,
132.33333333333334,139.0,95,136,
134.66666666666666,127.77777777777777,95,137,
133.0,118.0,95,138,
133.8,135.4,95,139,
136.375,132.875,95,140,
136.0,118.0,95,141,
138.57142857142858,121.0,95,142,
137.5,131.0,96,119,
137.0,136.0,96,120,
138.0,124.0,96,121,
138.0,129.0,96,122,
141.5,128.5,96,123,
140.0,134.0,96,124,
142.0,123.0,96,125,
143.66666666666666,130.33333333333334,96,126,
145.0,127.0,96,127,
147.83333333333334,125.33333333333331,96,128,
148.33333333333334,121.66666666666669,96,129,
149.0,119.0,96,130,
151.0,123.33333333333331,96,131,
151.8,120.6,96,132,
153.25,124.75,96,133,
156.5,126.0,96,138,
156.0,128.0,96,139,
157.0,124.0,96,140,
159.8181818181818,127.36363636363636,96,141,
,,96,142,
,,96,143,
,,97,118,
,,97,119,
,,97,120,
,,97,121,
,,97,122,
,,97,123,
,,97,124,
,,97,125,
,,97,126,
,,97,127,
,,97,128,
,,97,129,
,,97,130,
,,97,131,
,,97,132,
,,97,139,
,,97,140,
,,97,141,
,,97,142,
,,97,143,
,,97,144,
,,98,114,
,,98,115,
,,98,116,
,,98,117,
,,98,118,
,,98,119,
,,98,120,
,,98,121,
,,98,122,
,,98,123,
,,98,124,
,,98,140,
,,98,141,
,,98,142,
,,98,143,
,,98,144,
,,99,114,
,,99,115,
,,99,116,
,,99,117,
,,99,118,
,,99,119,
,,99,120,
,,99,121,
,,99,122,
,,99,123,
,,99,141,
,,99,142,
,,99,143,
,,99,144,
,,99,145,
,,99,146,
,,100,114,
,,100,115,
,,100,116,
,,100,117,
,,100,118,
,,100,119,
,,100,120,
,,100,142,
,,100,143,
,,100,144,
,,100,145,
,,100,146,
,,100,147,
,,101,114,
,,101,115,
,,101,116,
,,101,142,
,,101,143,
,,101,144,
,,101,145,
,,101,146,
,,101,147,
,,102,113,
,,102,114,
,,102,115,
,,102,116,
,,102,144,
,,102,145,
,,102,146,
,,102,147,
,,102,148,
,,103,112,
,,103,113,
,,103,114,
,,103,115,
,,103,116,
,,103,145,
,,103,146,
,,103,147,
,,103,148,
,,103,149,
,,104,112,
,,104,113,
,,104,114,
,,104,115,
,,104,116,
,,104,145,
,,104,146,
,,104,147,
,,104,148,
,,104,149,
,,104,150,
,,105,101,
,,105,102,
,,105,103,
,,105,104,
,,105,105,
,,105,112,
,,105,113,
,,105,114,
,,105,115,
,,105,146,
,,105,147,
,,105,148,
,,105,149,
,,105,150,
,,106,99,
,,106,100,
,,106,101,
,,106,102,
,,106,103,
,,106,104,
,,106,105,
,,106,106,
,,106,110,
,,106,111,
,,106,112,
,,106,113,
,,106,114,
,,106,147,
,,106,148,
,,106,149,
,,106,150,
,,107,98,
,,107,99,
,,107,100,
,,107,101,
,,107,102,
,,107,103,
,,107,104,
,,107,105,
,,107,106,
,,107,107,
,,107,108,
,,107,110,
,,107,111,
,,107,112,
,,107,113,
,,107,114,
,,107,148,
,,107,149,
,,107,150,
,,107,151,
,,108,97,
,,108,98,
,,108,99,
,,108,100,
,,108,101,
,,108,102,
,,108,103,
,,108,104,
,,108,105,
,,108,106,
,,108,107,
,,108,108,
,,108,109,
,,108,110,
,,108,111,
,,108,112,
,,108,113,
,,108,114,
,,108,148,
,,108,149,
,,108,150,
,,108,151,
,,109,96,
,,109,97,
,,109,98,
,,109,99,
,,109,100,
,,109,101,
,,109,104,
,,109,105,
,,109,106,
,,109,107,
,,109,108,
,,109,109,
,,109,110,
,,109,111,
,,109,112,
,,109,148,
,,109,149,
,,109,150,
,,109,151,
,,110,95,
,,110,96,
,,110,97,
,,110,98,
,,110,99,
,,110,100,
,,110,106,
,,110,107,
,,110,108,
,,110,109,
,,110,110,
,,110,111,
,,110,112,
,,110,149,
,,110,150,
,,110,151,
,,111,94,
,,111,95,
,,111,96,
,,111,97,
,,111,98,
,,111,99,
,,111,107,
,,111,108,
,,111,109,
,,111,110,
,,111,111,
,,111,112,
,,111,149,
,,111,150,
,,111,151,
,,112,94,
,,112,95,
,,112,96,
,,112,97,
,,112,98,
,,112,108,
,,112,109,
,,112,110,
,,112,111,
,,112,148,
,,112,149,
,,112,150,
,,112,151,
,,113,94,
,,113,95,
,,113,96,
,,113,97,
,,113,148,
,,113,149,
,,113,150,
,,113,151,
,,113,152,
,,114,94,
,,114,95,
,,114,96,
,,114,97,
,,114,148,
,,114,149,
,,114,150,
,,114,151,
,,114,152,
,,115,94,
,,115,95,
,,115,96,
,,115,97,
,,115,98,
,,115,149,
,,115,150,
,,115,151,
,,115,152,
,,116,94,
,,116,95,
,,116,96,
,,116,97,
,,116,98,
,,116,99,
,,116,100,
,,116,101,
,,116,149,
,,116,150,
,,116,151,
,,116,152,
,,117,95,
,,117,96,
,,117,97,
