xfa,yfa,xmem,ymem,group
90.0,86.0,87,71,actual
93.5,68.5,87,72,
92.0,86.0,87,73,
92.66666666666669,90.83333333333331,87,74,
93.0,65.0,87,75,
93.0,83.0,87,76,
94.0,98.5,87,77,
96.0,75.75,87,78,
95.0,87.0,87,79,
97.2,63.6,87,80,
98.0,88.0,87,81,
98.0,94.0,87,82,
101.33333333333331,89.55555555555556,87,83,
100.5,62.0,87,84,
100.0,65.0,87,85,
100.0,68.0,87,86,
101.33333333333331,94.33333333333331,87,87,
102.5,103.0,87,88,
102.0,106.0,88,69,
103.0,67.5,88,70,
103.5,84.5,88,71,
104.0,59.5,88,72,
104.0,80.0,88,73,
104.77777777777777,88.22222222222223,88,74,
111.11940298507463,99.76119402985073,88,75,
105.5,92.5,88,76,
107.71428571428572,110.92857142857143,88,77,
107.16666666666669,75.0,88,78,
106.0,95.0,88,79,
107.5,84.0,88,80,
107.66666666666669,88.33333333333331,88,81,
108.0,80.0,88,82,
109.0,92.5,88,83,
109.0,126.5,88,84,
111.41666666666669,61.91666666666666,88,85,
110.0,86.0,88,86,
115.36842105263158,108.97368421052632,88,87,
113.6,58.2,88,88,
114.5,119.0,88,89,
115.0,49.0,89,67,
118.5,56.4,89,68,
116.0,68.0,89,69,
116.8,99.0,89,70,
117.5,53.5,89,71,
117.0,71.0,89,72,
117.4,77.0,89,73,
117.0,96.0,89,74,
118.0,48.5,89,75,
118.5,101.5,89,76,
119.25,84.0,89,77,
119.6,95.8,89,78,
119.5,104.0,89,79,
119.5,111.5,89,80,
119.0,132.0,89,81,
119.0,135.0,89,82,
120.0,66.0,89,83,
120.5,99.0,89,84,
120.0,125.0,89,85,
120.0,138.0,89,86,
121.0,63.0,89,87,
121.0,87.0,89,88,
121.0,101.0,89,89,
121.0,115.0,89,90,
121.0,131.5,89,97,
121.0,134.0,89,98,
121.0,136.0,89,99,
122.42857142857143,59.714285714285715,89,100,
123.0,76.0,89,101,
123.0,92.0,89,102,
127.03333333333332,98.66666666666669,90,64,
123.0,107.5,90,65,
123.0,112.0,90,66,
123.0,117.0,90,67,
123.6,135.8,90,68,
124.0,95.0,90,69,
125.5,84.5,90,70,
126.0,128.0,90,71,
126.8,106.6,90,72,
127.66666666666669,109.33333333333331,90,73,
128.5,87.0,90,86,
128.0,114.0,90,87,
129.0,134.5,90,88,
130.0,107.0,90,89,
132.375,136.375,90,90,
132.0,92.0,90,91,
133.0,102.0,90,92,
134.0,91.5,90,93,
136.16666666666666,86.0,90,94,
135.0,94.0,90,95,
136.0,101.5,90,96,
137.0,90.0,90,97,
138.72727272727272,134.0909090909091,90,98,
138.0,109.0,90,99,
139.5,87.0,90,100,
139.0,140.5,90,101,
141.0,104.0,90,102,
143.0,97.5,91,63,
144.0,138.0,91,64,
145.0,82.0,91,65,
145.0,87.0,91,66,
145.0,110.0,91,67,
146.66666666666666,118.33333333333331,91,68,
148.0,85.0,91,69,
150.44444444444446,115.33333333333331,91,70,
149.0,125.5,91,71,
151.85714285714286,86.57142857142857,91,87,
150.0,101.0,91,88,
