xfa,yfa,width_fa,height_fa,area_fa,aspect_ratio_fa,xmem,ymem,group
120.5454545,139.9090909,3.5,7.7,26.95,0.454545455,117,148,population
121.4166667,131.5833333,2.8,4.2,11.76,0.666666667,117,149,
121.6666667,146.6666667,1.4,1.4,1.96,1,117,150,
125.6666667,129.6666667,1.4,1.4,1.96,1,118,130,
125.3333333,140,1.4,2.1,2.94,0.666666667,118,131,
127.6666667,149,1.4,2.1,2.94,0.666666667,118,132,
127.3333333,153,1.4,2.1,2.94,0.666666667,118,133,
131.3333333,118.6666667,1.4,1.4,1.96,1,118,134,
132.5,137.5,1.4,1.4,1.96,1,118,135,
134,112.5,2.1,1.4,2.94,1.5,118,136,
133.3333333,115.3333333,1.4,1.4,1.96,1,118,137,
137,133,4.2,2.8,11.76,1.5,118,138,
135.75,125,1.4,2.1,2.94,0.666666667,118,142,
139.8666667,119.0666667,5.6,4.9,27.44,1.142857143,118,143,
139.1818182,108.4545455,3.5,2.8,9.8,1.25,118,144,
140.25,122.5,4.2,2.8,11.76,1.5,118,145,
144.7142857,106.8571429,2.8,2.8,7.84,1,118,146,
143,123,0.7,0.7,0.49,1,118,147,
143.8,125.2,2.1,2.1,4.41,1,118,148,
146.125,118.25,2.1,4.2,8.82,0.5,118,150,
145,122,0.7,0.7,0.49,1,118,151,
146.25,126.75,1.4,2.1,2.94,0.666666667,119,128,
147.75,135.5,1.4,2.8,3.92,0.5,119,129,
151.5714286,110.5714286,2.8,2.8,7.84,1,119,130,
158.2857143,124.1785714,9.8,4.2,41.16,2.333333333,119,138,
156,137.2666667,7,9.8,68.6,0.714285714,119,139,
153,119,0.7,2.1,1.47,0.333333333,119,140,
154.6,135.6,2.8,1.4,3.92,2,119,141,
156,120.5,2.1,1.4,2.94,1.5,119,142,
155.3333333,129.3333333,1.4,1.4,1.96,1,119,151,
156.5,101.5,1.4,1.4,1.96,1,120,126,
160.047619,118,4.2,6.3,26.46,0.666666667,120,127,
162,98.06666667,6.3,2.1,13.23,3,120,128,
163.4,128.4,2.8,2.8,7.84,1,120,151,
164.2857143,115.8571429,2.1,2.1,4.41,1,121,124,
167.8,114.6,2.1,1.4,2.94,1.5,121,125,
171.9565217,108.6521739,5.6,5.6,31.36,1,121,126,
,,,,,,121,150,
,,,,,,121,151,
,,,,,,122,123,
,,,,,,122,124,
,,,,,,122,151,
,,,,,,123,122,
,,,,,,123,123,
,,,,,,123,151,
,,,,,,123,152,
,,,,,,124,121,
,,,,,,124,122,
,,,,,,124,152,
,,,,,,124,153,
,,,,,,125,118,
,,,,,,125,119,
,,,,,,125,120,
,,,,,,125,121,
,,,,,,125,153,
,,,,,,125,154,
,,,,,,126,117,
,,,,,,126,118,
,,,,,,126,154,
,,,,,,126,155,
,,,,,,127,116,
,,,,,,127,117,
,,,,,,127,155,
,,,,,,128,115,
,,,,,,128,116,
,,,,,,128,155,
,,,,,,129,114,
,,,,,,129,115,
,,,,,,129,153,
,,,,,,129,154,
,,,,,,129,155,
,,,,,,130,114,
,,,,,,130,152,
,,,,,,130,153,
,,,,,,131,112,
,,,,,,131,113,
,,,,,,131,114,
,,,,,,131,152,
,,,,,,132,112,
,,,,,,132,149,
,,,,,,132,150,
,,,,,,132,151,
,,,,,,132,152,
,,,,,,133,111,
,,,,,,133,112,
,,,,,,133,149,
,,,,,,134,109,
,,,,,,134,110,
,,,,,,134,111,
,,,,,,134,149,
,,,,,,135,108,
,,,,,,135,109,
,,,,,,135,147,
,,,,,,135,148,
,,,,,,135,149,
,,,,,,136,107,
,,,,,,136,108,
,,,,,,136,147,
,,,,,,137,107,
,,,,,,137,147,
,,,,,,138,106,
,,,,,,138,107,
,,,,,,138,147,
,,,,,,139,106,
,,,,,,139,147,
,,,,,,140,105,
,,,,,,140,106,
,,,,,,140,147,
,,,,,,140,148,
,,,,,,141,104,
,,,,,,141,105,
,,,,,,141,148,
,,,,,,142,104,
,,,,,,142,147,
,,,,,,142,148,
,,,,,,143,103,
,,,,,,143,104,
,,,,,,143,148,
,,,,,,144,102,
,,,,,,144,103,
,,,,,,144,148,
,,,,,,144,149,
,,,,,,145,102,
,,,,,,145,149,
,,,,,,145,150,
,,,,,,146,102,
,,,,,,146,150,
,,,,,,147,102,
,,,,,,147,150,
,,,,,,148,101,
,,,,,,148,102,
,,,,,,148,150,
,,,,,,148,151,
,,,,,,149,101,
,,,,,,149,151,
,,,,,,150,101,
,,,,,,150,151,
,,,,,,151,100,
,,,,,,151,101,
,,,,,,151,102,
,,,,,,151,151,
,,,,,,151,152,
,,,,,,152,100,
,,,,,,152,152,
,,,,,,153,100,
,,,,,,153,152,
,,,,,,154,100,
,,,,,,154,151,
,,,,,,154,152,
,,,,,,155,100,
,,,,,,155,151,
,,,,,,156,98,
,,,,,,156,99,
,,,,,,156,100,
,,,,,,156,151,
,,,,,,157,96,
,,,,,,157,97,
,,,,,,157,98,
,,,,,,157,146,
,,,,,,157,147,
,,,,,,157,148,
,,,,,,157,149,
,,,,,,157,150,
,,,,,,157,151,
,,,,,,158,96,
,,,,,,158,145,
,,,,,,158,146,
,,,,,,159,95,
,,,,,,159,96,
,,,,,,159,144,
,,,,,,159,145,
,,,,,,160,95,
,,,,,,160,142,
,,,,,,160,143,
,,,,,,160,144,
,,,,,,161,95,
,,,,,,161,133,
,,,,,,161,134,
,,,,,,161,135,
,,,,,,161,136,
,,,,,,161,137,
,,,,,,161,141,
,,,,,,161,142,
,,,,,,162,95,
,,,,,,162,132,
,,,,,,162,133,
,,,,,,162,137,
,,,,,,162,138,
,,,,,,162,139,
,,,,,,162,140,
,,,,,,162,141,
,,,,,,163,95,
,,,,,,163,96,
,,,,,,163,131,
,,,,,,163,132,
